w1	w2	over_ft23	wn_lch
aachen	groschen	0.5384615659713745	0.22112818235779563
aarhus	amaranthus	0.5384615659713745	0.2377943502929065
abacus	dipsacus	0.5384615659713745	0.22112818235779563
abacus	cuscus	0.5	0.2377943502929065
abacus	aulacorhyncus	0.5384615659713745	0.2377943502929065
abacus	carpodacus	0.5384615659713745	0.2377943502929065
abacus	erithacus	0.5384615659713745	0.2377943502929065
abacus	habacuc	0.5384615659713745	0.2377943502929065
abacus	melopsittacus	0.5384615659713745	0.2377943502929065
abacus	muntiacus	0.5384615659713745	0.2377943502929065
abacus	psittacus	0.5384615659713745	0.2377943502929065
abacus	astacus	0.6153846383094788	0.2377943502929065
abalone	allophone	0.5333333611488342	0.20541490126145234
abalone	anticyclone	0.5333333611488342	0.20541490126145234
abalone	zabaglione	0.5333333611488342	0.22112818235779563
abampere	hamper	0.5384615659713745	0.2377943502929065
abampere	tamper	0.5384615659713745	0.2377943502929065
abandonment	bandoneon	0.5	0.20541490126145234
abandonment	loment	0.5384615659713745	0.22112818235779563
abandonment	cantonment	0.6000000238418579	0.2377943502929065
abarticulation	recirculation	0.5555555820465088	0.15024900644805075
abarticulation	demodulation	0.5199999809265137	0.16303771126278205
abarticulation	cuticula	0.5625	0.16303771126278205
abarticulation	inculcation	0.52173912525177	0.17645049711225924
abarticulation	immolation	0.523809552192688	0.17645049711225924
abarticulation	ligation	0.529411792755127	0.17645049711225924
abarticulation	peculation	0.7142857313156128	0.17645049711225924
abarticulation	nutation	0.529411792755127	0.1905514124267734
abarticulation	natation	0.5625	0.1905514124267734
abarticulation	abrogation	0.5714285969734192	0.1905514124267734
abarticulation	anticoagulation	0.5714285969734192	0.1905514124267734
abarticulation	abatis	0.6153846383094788	0.1905514124267734
abarticulation	ambulation	0.6666666865348816	0.1905514124267734
abarticulation	cation	0.692307710647583	0.1905514124267734
abarticulation	barbarisation	0.5	0.20541490126145234
abarticulation	barbarization	0.5	0.20541490126145234
abarticulation	particularism	0.5	0.20541490126145234
abarticulation	pronation	0.5	0.20541490126145234
abarticulation	titration	0.5	0.20541490126145234
abarticulation	vaticination	0.5	0.20541490126145234
abarticulation	vitiation	0.5	0.20541490126145234
abarticulation	escalation	0.523809552192688	0.20541490126145234
abarticulation	abolition	0.5263158082962036	0.20541490126145234
abarticulation	luxation	0.529411792755127	0.20541490126145234
abarticulation	novation	0.529411792755127	0.20541490126145234
abarticulation	rogation	0.529411792755127	0.20541490126145234
abarticulation	auction	0.5333333611488342	0.20541490126145234
abarticulation	circularisation	0.5357142686843872	0.20541490126145234
abarticulation	circularization	0.5357142686843872	0.20541490126145234
abarticulation	viatication	0.550000011920929	0.20541490126145234
abarticulation	cannulation	0.5652173757553101	0.20541490126145234
abarticulation	canulation	0.6190476417541504	0.20541490126145234
abarticulation	matriculation	0.6538461446762085	0.20541490126145234
abarticulation	maculation	0.7142857313156128	0.20541490126145234
abarticulation	amortisation	0.5	0.22112818235779563
abarticulation	amortization	0.5	0.22112818235779563
abarticulation	mastication	0.5	0.22112818235779563
abarticulation	sortition	0.5	0.22112818235779563
abarticulation	auscultation	0.5199999809265137	0.22112818235779563
abarticulation	deregulation	0.5199999809265137	0.22112818235779563
abarticulation	acetylation	0.52173912525177	0.22112818235779563
abarticulation	debarkation	0.52173912525177	0.22112818235779563
abarticulation	exculpation	0.52173912525177	0.22112818235779563
abarticulation	inculpation	0.52173912525177	0.22112818235779563
abarticulation	arrogation	0.523809552192688	0.22112818235779563
abarticulation	spoilation	0.523809552192688	0.22112818235779563
abarticulation	abduction	0.5263158082962036	0.22112818235779563
abarticulation	abruption	0.5263158082962036	0.22112818235779563
abarticulation	avocation	0.5263158082962036	0.22112818235779563
abarticulation	planation	0.5263158082962036	0.22112818235779563
abarticulation	exertion	0.529411792755127	0.22112818235779563
abarticulation	variolation	0.5454545617103577	0.22112818235779563
abarticulation	recalculation	0.5555555820465088	0.22112818235779563
abarticulation	abjuration	0.5714285969734192	0.22112818235779563
abarticulation	epilation	0.5789473652839661	0.22112818235779563
abarticulation	ablution	0.5882353186607361	0.22112818235779563
abarticulation	stipulation	0.5909090638160706	0.22112818235779563
abarticulation	oration	0.6000000238418579	0.22112818235779563
abarticulation	simulation	0.6190476417541504	0.22112818235779563
abarticulation	illation	0.6470588445663452	0.22112818235779563
abarticulation	oblation	0.6470588445663452	0.22112818235779563
abarticulation	inoculation	0.6521739363670349	0.22112818235779563
abarticulation	adulation	0.7368420958518982	0.22112818235779563
abarticulation	congelation	0.5	0.2377943502929065
abarticulation	labanotation	0.5199999809265137	0.2377943502929065
abarticulation	stridulation	0.5199999809265137	0.2377943502929065
abarticulation	impartation	0.52173912525177	0.2377943502929065
abarticulation	accusation	0.523809552192688	0.2377943502929065
abarticulation	spallation	0.523809552192688	0.2377943502929065
abarticulation	placation	0.5263158082962036	0.2377943502929065
abarticulation	gyration	0.529411792755127	0.2377943502929065
abarticulation	ideation	0.529411792755127	0.2377943502929065
abarticulation	legation	0.529411792755127	0.2377943502929065
abarticulation	vacation	0.529411792755127	0.2377943502929065
abarticulation	miscalculation	0.5357142686843872	0.2377943502929065
abarticulation	secularisation	0.5357142686843872	0.2377943502929065
abarticulation	secularization	0.5357142686843872	0.2377943502929065
abarticulation	donation	0.5625	0.2377943502929065
abarticulation	tribulation	0.5652173757553101	0.2377943502929065
abarticulation	abnegation	0.5714285969734192	0.2377943502929065
abarticulation	lavation	0.5882353186607361	0.2377943502929065
abarticulation	violation	0.6111111044883728	0.2377943502929065
abarticulation	abdication	0.6190476417541504	0.2377943502929065
abarticulation	acylation	0.6315789222717285	0.2377943502929065
abarticulation	dilation	0.6470588445663452	0.2377943502929065
abarticulation	angulation	0.6666666865348816	0.2377943502929065
abasement	loment	0.5384615659713745	0.17645049711225924
abasement	battlement	0.5263158082962036	0.1905514124267734
abasement	cerement	0.529411792755127	0.20541490126145234
abasement	jument	0.5384615659713745	0.20541490126145234
abasement	tenement	0.5625	0.20541490126145234
abasement	reimbursement	0.5789473652839661	0.20541490126145234
abasement	accoutrement	0.5263158082962036	0.22112818235779563
abasement	amercement	0.5263158082962036	0.22112818235779563
abasement	passementerie	0.5263158082962036	0.22112818235779563
abashment	loment	0.5384615659713745	0.20541490126145234
abashment	jument	0.5384615659713745	0.2377943502929065
abashment	refreshment	0.5789473652839661	0.2377943502929065
abasia	abyssinia	0.5384615659713745	0.16303771126278205
abasia	euthanasia	0.5384615659713745	0.17645049711225924
abasia	cataplasia	0.5384615659713745	0.20541490126145234
abasia	caucasia	0.5384615659713745	0.20541490126145234
abasia	transcaucasia	0.5384615659713745	0.20541490126145234
abasia	australasia	0.6153846383094788	0.22112818235779563
abasia	fantasia	0.5384615659713745	0.2377943502929065
abasia	haemostasia	0.5384615659713745	0.2377943502929065
abasia	hemostasia	0.5384615659713745	0.2377943502929065
abasia	paronomasia	0.5384615659713745	0.2377943502929065
abasia	antinomasia	0.6153846383094788	0.2377943502929065
abatement	casement	0.529411792755127	0.2377943502929065
abatement	battlement	0.6315789222717285	0.2377943502929065
abatis	neurodermatitis	0.5384615659713745	0.15024900644805075
abatis	dermatitis	0.5384615659713745	0.16303771126278205
abatis	aerobatics	0.5384615659713745	0.17645049711225924
abatis	hepatitis	0.5384615659713745	0.17645049711225924
abatis	acrobatics	0.5384615659713745	0.20541490126145234
abatis	anabaptism	0.5384615659713745	0.20541490126145234
abatis	alphabetisation	0.5384615659713745	0.22112818235779563
abatis	atlantis	0.5384615659713745	0.22112818235779563
abatis	iridokeratitis	0.5384615659713745	0.22112818235779563
abatis	keratitis	0.5384615659713745	0.22112818235779563
abatis	pancreatitis	0.5384615659713745	0.22112818235779563
abatis	prostatitis	0.5384615659713745	0.22112818235779563
abatis	stomatitis	0.5384615659713745	0.22112818235779563
abatis	isatis	0.5833333134651184	0.22112818235779563
abatis	ceratitis	0.5384615659713745	0.2377943502929065
